date,Asset_A,Asset_B,Asset_C,Asset_D,Asset_A_lag_1,Asset_A_lag_5,Asset_A_lag_20,Asset_B_lag_1,Asset_B_lag_5,Asset_B_lag_20,Asset_C_lag_1,Asset_C_lag_5,Asset_C_lag_20,Asset_D_lag_1,Asset_D_lag_5,Asset_D_lag_20,Asset_A_rolling_mean_5,Asset_A_rolling_std_5,Asset_A_rolling_mean_20,Asset_A_rolling_std_20,Asset_B_rolling_mean_5,Asset_B_rolling_std_5,Asset_B_rolling_mean_20,Asset_B_rolling_std_20,Asset_C_rolling_mean_5,Asset_C_rolling_std_5,Asset_C_rolling_mean_20,Asset_C_rolling_std_20,Asset_D_rolling_mean_5,Asset_D_rolling_std_5,Asset_D_rolling_mean_20,Asset_D_rolling_std_20,Asset_A_Return,Asset_B_Return,Asset_C_Return,Asset_D_Return,Volume_A,Volume_B,Volume_C,Volume_D,Asset_A_cumulative_return,Asset_B_cumulative_return,Asset_C_cumulative_return,Asset_D_cumulative_return,Market_Index,Risk_Free_Rate,Volatility_Index,Sector_A,Sector_B,Sector_C,Correlation_AB,Correlation_AC,Correlation_BC
2024-01-21,0.39190674763690964,-0.2725621165311765,-0.08532714901440884,0.3658183002920003,0.5088806101311334,-0.14422345546162477,1.6932409678851779,-0.3112795761837067,-1.3179335271495118,2.0311267327944207,-0.46047352157422067,-0.2846236594368107,2.188997734629446,0.44280198405214005,-0.48100222106950064,2.2390879384553313,0.42504934201027406,0.08949965719692163,0.8685752373008828,0.5261913804701287,-0.43517544707180456,0.22087199400740862,0.2656105726390071,1.023098002880243,-0.17559674491161467,0.28721695549020104,0.6649655961052123,0.8891435547086443,0.6288458864724694,0.36465814778499966,0.7173771227966265,0.732122357105947,-0.0025,0.0008,0.0091,-0.0016,5316727,2893849,2044381,4154926,-0.026734590198692176,-0.04758631772388233,-0.0515148793009409,-0.03650554268631778,0.38290318175611027,0.45000000000000207,0.43478260869565205,0.5625000000000008,0.3636363636363641,0.3157894736842096,0.98,0.88,0.85
2024-01-22,-0.04674523671643482,-0.7081335376221461,-0.07653465590753793,0.19260501183169496,0.39190674763690964,0.2846807070172027,1.5616453725791752,-0.2725621165311765,-0.6403779832302167,1.8665775292711622,-0.08532714901440884,-0.0003330489813288824,2.5758674313317496,0.3658183002920003,0.3016652304918899,2.5406073665158666,0.35876415326354655,0.2307373475098982,0.7881557068361024,0.5374789762780561,-0.4487265579501905,0.23802186153171281,0.13687501929434165,0.9717452148364819,-0.19083706629685648,0.27744770474421,0.532345491743248,0.7802652691624484,0.6070338427404304,0.3914020796395218,0.5999770050624178,0.6008599654559568,-0.0092,-0.0094,0.0002,-0.0035,4768267,2991071,1675873,3795122,-0.03568863196886418,-0.05653900633727782,-0.05132518227680105,-0.03987777328691566,0.32814420319541127,0.5,0.739130434782609,0.4375000000000014,0.18181818181818124,0.36842105263157887,0.98,0.89,0.85
2024-01-23,-0.32455816014022587,-0.7371716323615455,-0.15566709386937616,0.38506422123203526,-0.04674523671643482,0.47963714450758266,1.303328092904425,-0.7081335376221461,-0.7081335376221461,1.8762568941842999,-0.07653465590753793,0.15793182694233926,2.3414009484818723,0.19260501183169496,0.9175347005729807,2.2070114035552764,0.19792509233398486,0.3660368767362451,0.7067613941838697,0.5771535519767743,-0.45453417689807035,0.24614912346406717,0.006203592967049376,0.8984927231642004,-0.25355685045919957,0.20483972082687177,0.4074920896256855,0.6671374886688728,0.5005397468722412,0.35669914482252596,0.5088796459462557,0.46776482134230546,-0.0059,-0.0006,-0.0019,0.0039,4936857,2812832,2163241,3713971,-0.04137806904024788,-0.05710508293347549,-0.05312766443047512,-0.036133296602734566,0.3013792161682361,0.5,0.652173913043478,0.37500000000000056,0.18181818181818124,0.3157894736842096,0.99,0.9,0.86
2024-01-24,-0.6998493023092,-1.0759494043211932,-0.47512767675234163,-0.44892568616944545,-0.32455816014022587,0.4601415007585419,1.4397975991476895,-0.7371716323615455,-0.24352402179177718,1.3438918239619946,-0.15566709386937616,-0.48978183193045427,1.7640272344640375,0.38506422123203526,1.1164092169533357,1.7194480730744062,-0.03407306827956354,0.5010133897194801,0.5997790491110253,0.6300094134294215,-0.6210192534039536,0.33369250806244327,-0.11478846844711002,0.8713980909614513,-0.2506260194235771,0.20067740608627155,0.2955343440648666,0.6132105100877362,0.18747276624768502,0.36778793218534017,0.4004609579840633,0.4214072622649682,-0.008,-0.0074,-0.0077,-0.0169,4889988,3019611,2144127,3712827,-0.04904704448792585,-0.06408250531976778,-0.06041858141436052,-0.05242264389014839,0.181346442714734,0.5500000000000014,0.9565217391304349,0.2500000000000011,0.09090909090909062,0.2631578947368423,1.0,0.9,0.87
2024-01-25,-0.5438841523169016,-0.9017208358848039,-0.3784102525767616,-0.3847726163693351,-0.6998493023092,0.5088806101311334,0.8792978413628525,-1.0759494043211932,-0.3112795761837067,1.0825489713074141,-0.47512767675234163,-0.46047352157422067,1.2364776480517994,-0.44892568616944545,0.44280198405214005,0.7828132539927453,-0.24462602076917053,0.432291447466284,0.5286199494270376,0.6755071300767388,-0.739107505344173,0.2993882488839877,-0.21400195880672093,0.8403049978427448,-0.23421336562408523,0.18168079515597574,0.21478994903343854,0.5886178876426024,0.021957846163389992,0.40815673363733246,0.34208166446595917,0.44581877265016573,0.0034,0.0038,0.0023,0.0013,5290790,3001534,1901849,4092420,-0.0458138044391847,-0.060526018839982876,-0.05825754415161355,-0.05119079332720555,0.2153489007237468,0.5500000000000014,0.43478260869565205,0.3124999999999997,0.18181818181818124,0.2631578947368423,1.0,0.91,0.87
2024-01-26,-1.2895925257175946,-1.5115208254121628,-0.879582359668387,-1.2636696726308911,-0.5438841523169016,0.39190674763690964,1.678619235073399,-0.9017208358848039,-0.2725621165311765,1.5374791222246522,-0.3784102525767616,-0.08532714901440884,1.6438631620034656,-0.3847726163693351,0.3658183002920003,0.840551016812841,-0.5809258754400715,0.4660463099738724,0.3802093613874879,0.7331536769989762,-0.9868992471203702,0.32805765309342305,-0.36645195618856163,0.7802559126925565,-0.3930644077548809,0.31630578968825496,0.08861767294984592,0.5340984027403736,-0.3039397484211883,0.646126839568192,0.23687062999377256,0.5565358837801335,-0.016,-0.0134,-0.0121,-0.018,5049764,2909967,2006980,3922937,-0.061080783568157715,-0.0731149701875271,-0.06965262786737902,-0.0682693590473159,0.02976922026491806,0.5999999999999993,1.0,0.06250000000000083,0.0,0.1578947368421039,1.01,0.91,0.88
2024-01-27,-1.3724490116510057,-1.4437652710202402,-0.37254859050551986,-1.051964542290516,-1.2895925257175946,-0.04674523671643482,1.3764367569633122,-1.5115208254121628,-0.7081335376221461,1.372929918701394,-0.879582359668387,-0.07653465590753793,1.1632068721612112,-1.2636696726308911,0.19260501183169496,0.6673377283525356,-0.8460666304269855,0.4632651704898334,0.24276507295677202,0.7918763748639881,-1.1340255937999892,0.3366276609914247,-0.5072867156746433,0.699836544019954,-0.45226719467447724,0.2659428394499819,0.011829899816509361,0.47903225393103327,-0.5528536592456306,0.6467444026701323,0.15090551646161998,0.6161384743716513,-0.0018,0.0015,0.0124,0.0044,5028379,3099319,2158601,3752436,-0.0627708381577351,-0.07172464264280831,-0.05811632045293458,-0.06416974422712418,0.10391915881469359,0.5999999999999993,0.3043478260869569,0.0,0.0,0.2631578947368423,1.02,0.92,0.89
2024-01-28,-1.2408534163449962,-1.3760097166283107,-0.8473432182765326,-1.1481941469906907,-1.3724490116510057,-0.32455816014022587,1.0498847241669367,-1.4437652710202402,-0.7371716323615455,1.0631902414811456,-0.37254859050551986,-0.15566709386937616,0.8027146547795203,-1.051964542290516,0.38506422123203526,0.9752724633930855,-1.0293256816679395,0.3789540193749967,0.1282281659311754,0.8335593717147264,-1.2617932106533423,0.261109726929078,-0.6292467135801162,0.6196964255188795,-0.5906024195559085,0.25265225500255806,-0.07067299383629329,0.4777420195603138,-0.8595053328901756,0.4116058158676791,0.04473218594243119,0.6487043492725593,0.0029,0.0015,-0.0115,-0.002,5533258,2707186,1984821,4117663,-0.06005287358839262,-0.07033222960677243,-0.06894798276772574,-0.06604140473866993,0.04697528335381592,0.6500000000000007,0.739130434782609,0.06250000000000083,0.0,0.1578947368421039,1.02,0.92,0.89
2024-01-29,-1.2067360397841835,-0.621019253403955,-0.7242483147803398,-0.7761063421500304,-1.2408534163449962,-0.6998493023092,1.0401369022924127,-1.3760097166283107,-1.0759494043211932,0.7244124695214978,-0.8473432182765326,-0.47512767675234163,0.9668411927744385,-1.1481941469906907,-0.44892568616944545,0.5069550538522505,-1.1307030291629363,0.3339002519046087,0.01588451882734555,0.8553156783653203,-1.1708071804698945,0.3896710835699169,-0.6965182997263889,0.5318099540481671,-0.6404265471615082,0.2487203441910236,-0.15522746921403222,0.4319019829360818,-0.9249414640862927,0.35165597522648784,-0.01942088385768285,0.6638540940211506,0.0007,0.0168,0.003,0.0078,5070247,2906595,1979187,3901399,-0.05939491059990454,-0.054713811064166284,-0.06615482671602901,-0.058756527695631555,0.10364604670217165,0.6500000000000007,0.391304347826087,0.06250000000000083,0.2727272727272718,0.2105263157894731,1.03,0.93,0.9
2024-01-30,-1.2262316835332174,-0.9888351201029951,-0.49271266296608346,-0.5644012118096551,-1.2067360397841835,-0.5438841523169016,1.1571107647866434,-0.621019253403955,-0.9017208358848039,0.18236803438606852,-0.7242483147803398,-0.3784102525767616,0.5096315512171675,-0.7761063421500304,-0.3847726163693351,0.31449584445191014,-1.2671725354061993,0.06634608466103933,-0.10328260358864749,0.8539743783255949,-1.1882300373135328,0.3763518312999325,-0.755078457450842,0.4930056480407094,-0.6632870292393725,0.22248656319541066,-0.20534467992319475,0.4081970097872675,-0.9608671831743567,0.2856577071679636,-0.0633657366707611,0.6696512477817959,-0.0004,-0.008,0.0056,0.0044,4852658,3127440,2035701,3861418,-0.05977115263566457,-0.062276100575652915,-0.06092529374563871,-0.054615056417492425,0.13273248668578486,0.6500000000000007,0.47826086956521785,0.06250000000000083,0.09090909090909062,0.2631578947368423,1.03,0.93,0.9
